Weight_kg,Speed_kmh,Wheelbase_mm,Type,Weekday,Second
1359.71,115.81,3404.42,passenger,Wed,10178.0
843.93,146.87,3043.57,passenger,Wed,10199.0
907.79,130.34,2989.94,passenger,Wed,10209.0
1491.35,97.58,3436.6,passenger,Wed,10240.0
1986.37,61.94,2953.31,passenger,Wed,10245.0
1920.64,61.92,3353.0,passenger,Wed,10259.0
1808.71,76.44,3372.71,passenger,Wed,10282.0
1549.0,119.69,2822.38,other,Wed,10300.0
1876.06,88.52,2153.85,passenger,Wed,10374.0
1983.47,87.44,2406.7,other,Wed,10400.0
1423.83,146.46,3476.34,other,Wed,10426.0
1512.84,112.53,3299.24,passenger,Wed,10433.0
2148.7,69.35,3279.48,passenger,Wed,10479.0
1718.82,92.14,3461.58,passenger,Wed,10495.0
1717.12,89.09,3451.52,passenger,Wed,10500.0
1313.36,114.83,2723.44,passenger,Wed,10507.0
1892.72,99.44,2249.09,other,Wed,10515.0
1644.27,100.02,3186.1,other,Wed,10521.0
1197.12,133.28,2999.2,other,Wed,10524.0
1172.04,77.73,2301.46,other,Wed,10534.0
1132.29,122.59,3304.59,passenger,Wed,10583.0
1353.63,117.23,2146.08,passenger,Wed,10610.0
1337.52,121.28,2786.14,passenger,Wed,10612.0
1454.38,106.97,2266.97,passenger,Wed,10620.0
1675.49,79.29,2470.94,passenger,Wed,10633.0
1066.81,132.66,3042.51,passenger,Wed,10634.0
1871.45,85.67,3407.08,passenger,Wed,10638.0
1697.76,84.15,2880.58,passenger,Wed,10663.0
1611.36,95.69,3008.77,passenger,Wed,10692.0
1515.62,108.39,3442.01,passenger,Wed,10710.0
1613.39,87.42,3479.12,passenger,Wed,10725.0
1496.51,109.2,2993.23,passenger,Wed,10776.0
1441.11,91.42,3409.08,passenger,Wed,10784.0
1945.94,83.73,3030.61,passenger,Thu,14.0
1696.33,90.0,3296.84,passenger,Thu,27.0
1547.74,92.78,2248.93,passenger,Thu,37.0
1489.46,100.42,3112.82,passenger,Thu,43.0
1332.22,116.09,2856.75,passenger,Thu,81.0
1741.38,79.69,3456.64,passenger,Thu,82.0
1813.97,85.02,2609.94,passenger,Thu,101.0
1204.69,105.53,3484.54,passenger,Thu,116.0
1625.36,93.35,3017.05,passenger,Thu,140.0
1786.35,77.09,2601.8,passenger,Thu,205.0
1510.03,90.39,2125.48,passenger,Thu,220.0
1085.8,137.61,3264.05,passenger,Thu,229.0
1614.57,87.71,3119.73,passenger,Thu,232.0
1048.55,132.37,2087.12,passenger,Thu,239.0
1213.71,112.62,3012.22,passenger,Thu,262.0
1540.71,88.15,2405.88,passenger,Thu,273.0
1988.16,58.42,2123.41,passenger,Thu,273.0
1202.2,120.87,2196.8,passenger,Thu,278.0
1478.37,106.62,3132.59,passenger,Thu,288.0
1726.54,90.65,2951.95,passenger,Thu,376.0
1248.89,96.13,3168.67,passenger,Thu,398.0
1102.71,127.47,2137.53,passenger,Thu,409.0
1406.26,96.68,2515.39,passenger,Thu,410.0
1454.56,93.89,2911.97,passenger,Thu,421.0
1531.92,105.55,3183.25,passenger,Thu,440.0
2198.74,47.83,2536.75,passenger,Thu,449.0
1347.98,101.78,2470.02,passenger,Thu,460.0
1203.37,118.62,2738.33,passenger,Thu,524.0
1141.83,126.36,2935.26,passenger,Thu,537.0
1564.28,120.67,3108.44,passenger,Thu,555.0
1367.66,106.07,2442.14,passenger,Thu,559.0
1688.57,86.45,2582.09,passenger,Thu,577.0
1665.51,123.34,2794.93,other,Thu,609.0
1559.7,98.65,3170.68,passenger,Thu,625.0
820.52,141.78,2593.34,passenger,Thu,660.0
1247.23,100.34,3233.73,other,Thu,690.0
1505.77,86.33,2618.34,passenger,Thu,702.0
1495.5,89.85,2252.34,passenger,Thu,715.0
1578.09,104.46,3132.26,passenger,Thu,715.0
1261.54,116.01,3197.68,passenger,Thu,738.0
1874.23,80.39,2924.1,passenger,Thu,785.0
1306.06,121.95,2037.98,passenger,Thu,800.0
2262.12,49.57,2145.97,passenger,Thu,834.0
1383.36,119.38,2548.08,passenger,Thu,863.0
1649.72,88.8,2142.01,passenger,Thu,869.0
1228.21,107.99,2860.16,passenger,Thu,876.0
1698.97,94.66,3214.98,other,Thu,894.0
599.4,88.18,2355.17,other,Thu,922.0
1387.84,99.7,3037.75,passenger,Thu,933.0
1699.83,90.98,2194.06,other,Thu,936.0
1822.47,69.08,2387.0,passenger,Thu,1051.0
1892.7,59.53,2296.53,passenger,Thu,1060.0
1533.42,102.51,3244.64,passenger,Thu,1075.0
2109.03,76.19,2896.16,passenger,Thu,1107.0
1467.82,109.27,3393.74,passenger,Thu,1144.0
1648.19,84.1,3146.06,passenger,Thu,1210.0
1432.71,109.1,2245.97,passenger,Thu,1236.0
1079.48,117.81,3119.8,passenger,Thu,1244.0
1132.52,114.62,2072.58,passenger,Thu,1270.0
1235.8,108.2,3310.96,passenger,Thu,1286.0
1620.01,106.09,3114.34,passenger,Thu,1290.0
1986.99,72.3,3484.16,passenger,Thu,1302.0
1041.45,124.15,3182.31,passenger,Thu,1327.0
1389.93,111.73,3230.22,passenger,Thu,1434.0
1536.95,100.88,2520.57,passenger,Thu,1448.0
1085.68,121.97,2020.24,passenger,Thu,1451.0
1482.09,92.74,3407.08,passenger,Thu,1461.0
1543.15,107.74,3224.88,other,Thu,1472.0
1668.82,85.04,2698.4,passenger,Thu,1508.0
1551.6,85.95,2552.28,passenger,Thu,1514.0
915.89,138.77,3406.43,passenger,Thu,1533.0
1505.68,109.76,2690.85,passenger,Thu,1556.0
1898.57,88.02,2058.58,passenger,Thu,1590.0
1663.46,91.27,3494.31,passenger,Thu,1593.0
1186.37,107.38,2482.44,passenger,Thu,1594.0
1524.57,97.38,2610.6,passenger,Thu,1606.0
1336.24,88.56,3285.5,other,Thu,1626.0
1320.17,109.94,3485.48,other,Thu,1629.0
2050.41,73.83,2966.38,passenger,Thu,1655.0
1291.98,107.06,2151.74,passenger,Thu,1660.0
1529.6,82.8,2880.15,other,Thu,1680.0
1339.14,107.64,2012.65,passenger,Thu,1705.0
1696.2,90.65,3155.59,passenger,Thu,1768.0
1680.21,77.19,2357.94,passenger,Thu,1783.0
1997.48,66.33,2721.43,passenger,Thu,1783.0
2063.12,64.22,2425.24,passenger,Thu,1799.0
1523.62,90.57,3108.28,passenger,Thu,1858.0
1263.63,109.05,2670.83,passenger,Thu,1865.0
1285.91,92.57,3145.71,other,Thu,1867.0
1020.46,122.13,3331.81,passenger,Thu,1877.0
1415.31,107.23,2438.93,other,Thu,1911.0
1437.23,85.79,2907.1,other,Thu,1930.0
1890.6,71.91,2373.98,passenger,Thu,1937.0
1618.91,107.6,2722.69,other,Thu,1959.0
1793.21,78.98,3275.7,passenger,Thu,1970.0
1985.19,58.0,2568.16,passenger,Thu,1997.0
1666.21,100.61,2144.18,other,Thu,2026.0
2175.36,57.78,2051.23,passenger,Thu,2059.0
1559.13,80.48,2113.0,other,Thu,2063.0
1340.15,102.56,2829.91,passenger,Thu,2073.0
1537.76,98.15,2906.26,passenger,Thu,2107.0
1500.8,97.08,2448.95,passenger,Thu,2114.0
1581.45,114.52,2371.93,passenger,Thu,2130.0
1653.12,94.59,3131.7,passenger,Thu,2165.0
1148.3,103.3,3126.82,other,Thu,2213.0
1499.17,117.12,2962.17,passenger,Thu,2229.0
1393.32,112.81,3090.72,passenger,Thu,2229.0
1754.16,87.83,2145.08,other,Thu,2236.0
1524.89,110.52,2406.56,passenger,Thu,2240.0
1669.54,78.04,3202.47,passenger,Thu,2254.0
1032.26,138.89,2266.26,passenger,Thu,2269.0
1432.69,112.79,2586.4,passenger,Thu,2270.0
1661.93,88.18,3468.84,passenger,Thu,2284.0
1532.32,92.2,2306.13,passenger,Thu,2294.0
1329.38,113.62,3463.19,passenger,Thu,2314.0
1139.96,116.99,2107.8,passenger,Thu,2318.0
1780.78,80.03,2339.72,other,Thu,2339.0
1649.91,85.62,2543.28,passenger,Thu,2361.0
1089.86,133.08,2441.35,passenger,Thu,2397.0
1801.33,94.67,2273.21,passenger,Thu,2416.0
1375.47,116.38,3489.72,other,Thu,2477.0
1199.3,116.27,3147.18,passenger,Thu,2483.0
1614.55,97.07,3291.68,passenger,Thu,2530.0
1160.0,130.27,2723.85,passenger,Thu,2543.0
1422.33,81.88,2636.0,other,Thu,2603.0
1391.17,111.92,2931.99,passenger,Thu,2604.0
1414.16,110.25,2473.32,passenger,Thu,2646.0
880.31,136.01,2053.96,passenger,Thu,2658.0
1685.53,82.53,2437.5,passenger,Thu,2675.0
1345.16,109.35,2134.41,passenger,Thu,2686.0
1837.15,71.23,2969.14,passenger,Thu,2701.0
1817.91,90.99,3348.04,passenger,Thu,2721.0
1138.39,124.22,2563.59,passenger,Thu,2723.0
1671.1,87.93,3399.39,passenger,Thu,2757.0
993.51,120.93,2366.68,passenger,Thu,2797.0
1266.13,112.74,2617.87,passenger,Thu,2805.0
1127.88,133.75,2113.99,passenger,Thu,2811.0
1548.27,99.86,2918.52,passenger,Thu,2815.0
1444.87,93.12,2590.81,passenger,Thu,2830.0
885.11,141.14,2248.16,passenger,Thu,2851.0
1321.63,110.06,2994.04,passenger,Thu,2872.0
1958.1,63.97,2257.62,passenger,Thu,2948.0
1623.78,86.15,3385.33,passenger,Thu,2960.0
942.2,131.07,3461.58,passenger,Thu,2973.0
1752.35,89.62,2753.85,passenger,Thu,2980.0
1000.16,117.98,2833.33,other,Thu,3000.0
1712.16,75.98,2928.34,passenger,Thu,3034.0
1416.05,100.03,2874.55,passenger,Thu,3040.0
2131.98,60.63,3313.54,passenger,Thu,3067.0
1985.89,73.47,3265.66,passenger,Thu,3097.0
1857.09,77.84,2653.7,passenger,Thu,3115.0
1958.99,63.31,2435.15,passenger,Thu,3121.0
1148.34,83.33,3136.07,other,Thu,3148.0
1099.09,78.45,3459.69,other,Thu,3154.0
1772.12,84.75,3244.43,passenger,Thu,3172.0
1466.63,124.9,2538.84,other,Thu,3200.0
1307.15,95.47,3388.67,other,Thu,3269.0
1670.3,90.57,3273.52,passenger,Thu,3290.0
998.8,106.87,2529.1,passenger,Thu,3359.0
870.89,136.25,2446.27,passenger,Thu,3363.0
1372.67,124.11,3069.0,passenger,Thu,3367.0
1712.22,73.85,3045.35,other,Thu,3390.0
1566.66,119.68,2474.76,other,Thu,3394.0
1518.57,130.96,2015.87,other,Thu,3399.0
1571.85,111.35,2241.31,passenger,Thu,3406.0
1261.3,114.3,3112.49,passenger,Thu,3448.0
1366.57,89.04,2485.69,other,Thu,3480.0
1513.68,110.71,2865.15,passenger,Thu,3508.0
1349.47,99.26,2415.33,passenger,Thu,3520.0
1245.31,122.83,2067.4,passenger,Thu,3530.0
1797.9,72.47,2589.86,passenger,Thu,3577.0
1238.64,105.7,3453.05,passenger,Thu,3615.0
1652.0,95.21,3425.4,passenger,Thu,3639.0
1592.76,74.46,3436.72,other,Thu,3641.0
793.34,147.7,2866.02,passenger,Thu,3673.0
1277.39,90.41,3478.58,other,Thu,3699.0
1416.53,112.75,2926.95,passenger,Thu,3762.0
1734.09,75.63,2999.71,other,Thu,3772.0
2254.66,73.83,2364.76,passenger,Thu,3780.0
2044.44,47.48,2386.08,passenger,Thu,3794.0
1274.83,106.55,2259.91,passenger,Thu,3805.0
1720.75,87.8,3450.63,passenger,Thu,3809.0
1718.28,95.62,3089.19,passenger,Thu,3830.0
1748.59,80.65,2501.06,passenger,Thu,3833.0
1633.42,96.97,2925.94,passenger,Thu,3835.0
1768.08,71.95,3208.17,passenger,Thu,3857.0
1718.45,116.66,2755.2,other,Thu,3863.0
1630.04,79.67,2346.19,passenger,Thu,3864.0
1650.29,109.65,3363.93,passenger,Thu,3866.0
1799.56,77.8,2174.34,passenger,Thu,3879.0
774.83,137.39,3192.5,passenger,Thu,3927.0
1952.67,76.93,2951.12,passenger,Thu,3958.0
1625.38,74.46,2207.8,passenger,Thu,3965.0
1165.45,121.43,2061.79,passenger,Thu,3970.0
1758.56,71.85,3250.37,passenger,Thu,3975.0
1228.9,109.39,2302.22,passenger,Thu,3991.0
1220.41,113.66,2414.33,passenger,Thu,3994.0
2044.2,107.32,2588.43,other,Thu,4028.0
1737.87,83.14,3198.99,passenger,Thu,4029.0
1684.83,93.57,2092.55,passenger,Thu,4053.0
1578.4,93.16,2957.45,passenger,Thu,4063.0
1487.1,97.59,2763.0,passenger,Thu,4065.0
1557.69,76.87,2545.62,passenger,Thu,4130.0
1650.83,114.88,2151.76,other,Thu,4130.0
1628.63,107.18,2391.75,passenger,Thu,4311.0
1218.98,107.84,2140.74,passenger,Thu,4326.0
2029.03,62.87,2290.69,passenger,Thu,4351.0
1233.53,108.81,2543.62,passenger,Thu,4351.0
2141.56,61.72,3319.69,passenger,Thu,4397.0
787.19,160.41,2450.91,passenger,Thu,4401.0
1612.16,99.74,2543.39,passenger,Thu,4403.0
1486.66,112.15,2435.52,passenger,Thu,4406.0
1187.33,116.04,2930.34,passenger,Thu,4416.0
1336.27,96.34,2139.21,other,Thu,4417.0
1507.37,105.32,3014.42,passenger,Thu,4424.0
1470.27,99.5,2508.75,passenger,Thu,4427.0
1604.57,77.72,3163.84,passenger,Thu,4455.0
1287.32,114.79,3205.65,passenger,Thu,4461.0
1567.24,80.42,2192.47,passenger,Thu,4476.0
1072.91,137.53,2394.32,passenger,Thu,4523.0
1259.0,112.37,2723.48,passenger,Thu,4558.0
1818.85,68.07,3384.98,passenger,Thu,4559.0
1719.82,77.59,2046.2,passenger,Thu,4587.0
1356.78,108.35,3462.44,passenger,Thu,4595.0
1594.54,69.68,3080.41,passenger,Thu,4598.0
1797.42,104.35,3034.38,other,Thu,4602.0
1151.84,120.19,3051.82,passenger,Thu,4612.0
1584.4,103.46,2374.72,passenger,Thu,4640.0
1190.3,111.14,2136.94,passenger,Thu,4652.0
884.21,142.52,2584.0,passenger,Thu,4664.0
1542.13,108.42,2502.16,passenger,Thu,4665.0
1743.03,79.41,2203.27,passenger,Thu,4740.0
1333.82,111.19,2314.99,passenger,Thu,4795.0
1584.45,101.8,2526.92,passenger,Thu,4796.0
880.65,128.53,2563.5,passenger,Thu,4839.0
1682.46,101.16,3461.68,other,Thu,4845.0
930.07,113.36,2403.35,passenger,Thu,4868.0
1789.24,73.41,2570.04,passenger,Thu,4897.0
979.23,128.13,2825.09,passenger,Thu,4901.0
1507.84,120.32,2677.06,passenger,Thu,4924.0
1152.64,121.67,2645.97,passenger,Thu,4944.0
1218.69,122.36,2387.91,passenger,Thu,4958.0
1823.69,71.99,3335.78,passenger,Thu,4961.0
1795.17,72.4,3305.3,passenger,Thu,4970.0
1332.62,105.19,2111.32,passenger,Thu,4972.0
1755.5,92.28,2102.01,other,Thu,5029.0
1442.19,94.24,2496.29,passenger,Thu,5054.0
1531.3,95.72,2603.23,other,Thu,5172.0
1579.21,109.49,2123.84,passenger,Thu,5192.0
1849.62,77.63,3041.42,passenger,Thu,5252.0
1824.36,101.57,2585.28,other,Thu,5261.0
1599.78,88.79,3492.54,passenger,Thu,5271.0
1316.88,114.43,2685.68,passenger,Thu,5279.0
1660.98,106.76,2285.86,passenger,Thu,5279.0
1089.81,116.83,3190.01,other,Thu,5290.0
1199.32,121.5,2710.4,passenger,Thu,5297.0
1574.78,93.97,2195.49,passenger,Thu,5313.0
1336.94,106.53,2405.62,passenger,Thu,5409.0
1297.84,108.1,3076.46,passenger,Thu,5435.0
1407.43,110.8,2592.43,passenger,Thu,5446.0
1333.22,104.45,2877.82,passenger,Thu,5498.0
1374.92,113.08,2139.99,passenger,Thu,5504.0
1542.38,80.68,2330.81,passenger,Thu,5529.0
1261.51,119.75,3305.11,passenger,Thu,5533.0
1104.43,133.14,3332.48,passenger,Thu,5551.0
1567.15,103.1,2358.43,passenger,Thu,5554.0
1327.82,96.51,3458.81,other,Thu,5619.0
761.83,137.97,2251.64,passenger,Thu,5630.0
2128.63,66.25,3475.24,passenger,Thu,5675.0
1620.3,106.13,2746.45,other,Thu,5680.0
1231.76,98.69,2216.29,passenger,Thu,5723.0
1876.36,82.9,2778.57,passenger,Thu,5751.0
1144.43,120.13,2744.52,passenger,Thu,5776.0
1836.22,92.49,2586.31,passenger,Thu,5797.0
1725.72,75.84,2993.37,passenger,Thu,5818.0
1337.26,107.77,2849.28,passenger,Thu,5819.0
1832.09,67.86,2190.68,passenger,Thu,5827.0
1025.36,137.42,3408.42,other,Thu,5842.0
1972.19,74.08,3247.76,other,Thu,5847.0
1705.3,90.57,3381.27,passenger,Thu,5862.0
1135.44,112.18,2645.51,passenger,Thu,5863.0
1788.05,81.61,2109.29,passenger,Thu,5877.0
1844.34,81.34,3265.12,other,Thu,5887.0
1329.52,109.2,3274.95,passenger,Thu,5905.0
1805.29,78.87,3246.32,other,Thu,5937.0
1335.61,116.81,3161.74,passenger,Thu,5942.0
1574.66,94.08,3035.26,passenger,Thu,6011.0
1632.15,102.16,2349.72,passenger,Thu,6023.0
1731.99,72.67,2875.65,passenger,Thu,6039.0
1839.79,64.12,2983.37,other,Thu,6061.0
1274.81,107.9,2670.13,passenger,Thu,6081.0
1568.6,101.44,2088.54,passenger,Thu,6096.0
2094.3,54.93,2864.73,passenger,Thu,6098.0
1114.85,120.43,2243.68,passenger,Thu,6100.0
1288.37,117.26,3445.51,passenger,Thu,6108.0
1511.82,90.3,2505.4,passenger,Thu,6169.0
1461.0,96.31,2036.88,other,Thu,6198.0
1386.68,114.71,2713.47,other,Thu,6202.0
1696.85,107.27,2677.53,other,Thu,6203.0
1484.47,95.31,2104.58,passenger,Thu,6209.0
1028.54,126.86,2421.61,passenger,Thu,6220.0
1547.94,98.56,2192.54,passenger,Thu,6255.0
1641.44,95.08,2961.95,passenger,Thu,6276.0
1283.88,123.33,2252.06,passenger,Thu,6289.0
1436.37,94.41,3228.23,passenger,Thu,6296.0
1719.59,80.45,3434.95,other,Thu,6307.0
1361.09,106.35,2389.26,passenger,Thu,6308.0
2089.93,69.56,2933.86,passenger,Thu,6312.0
1840.45,101.35,2801.63,passenger,Thu,6315.0
1806.14,78.74,2536.17,passenger,Thu,6365.0
1144.45,134.54,2290.62,passenger,Thu,6424.0
1353.63,114.99,2639.93,passenger,Thu,6427.0
1229.49,115.14,2329.43,passenger,Thu,6442.0
1142.32,112.18,3008.09,passenger,Thu,6488.0
1260.18,124.15,2639.39,passenger,Thu,6491.0
773.27,150.4,2120.16,passenger,Thu,6499.0
2280.31,53.58,2771.79,passenger,Thu,6505.0
1675.33,92.32,2754.8,passenger,Thu,6516.0
1412.25,104.52,2075.18,passenger,Thu,6551.0
1136.34,127.76,2126.16,passenger,Thu,6566.0
1334.81,112.55,3051.44,passenger,Thu,6592.0
1869.81,72.23,3408.89,other,Thu,6620.0
1696.36,79.33,3246.15,passenger,Thu,6683.0
1872.87,70.61,2443.74,passenger,Thu,6688.0
1656.45,69.17,3035.28,passenger,Thu,6703.0
1304.01,72.81,3348.96,other,Thu,6763.0
1662.6,89.52,2179.03,passenger,Thu,6771.0
1304.93,117.47,2728.42,passenger,Thu,6773.0
1711.62,101.96,2077.39,other,Thu,6791.0
1577.64,95.83,2434.34,passenger,Thu,6803.0
1366.87,84.97,3495.76,other,Thu,6821.0
1842.45,81.59,3383.84,passenger,Thu,6872.0
1438.84,99.41,3066.11,passenger,Thu,6899.0
1288.15,110.9,2486.9,passenger,Thu,6943.0
1222.97,106.68,3244.12,other,Thu,6967.0
1289.95,103.26,3028.44,other,Thu,6979.0
1007.66,133.1,2953.64,passenger,Thu,6998.0
1510.71,86.34,3201.44,passenger,Thu,7018.0
1567.96,95.97,2544.49,passenger,Thu,7039.0
1823.59,90.78,3208.36,passenger,Thu,7049.0
1184.96,127.22,2339.26,passenger,Thu,7056.0
1901.32,77.91,2332.52,passenger,Thu,7106.0
817.31,144.37,2556.32,passenger,Thu,7111.0
1288.59,52.49,2297.74,other,Thu,7123.0
1326.33,112.25,3393.72,passenger,Thu,7127.0
1421.22,100.6,3285.06,passenger,Thu,7161.0
1467.71,103.25,2518.13,passenger,Thu,7189.0
1298.74,115.25,3205.56,passenger,Thu,7220.0
1477.13,96.78,3140.25,passenger,Thu,7258.0
1784.92,86.56,2459.86,passenger,Thu,7271.0
799.44,151.14,2115.91,passenger,Thu,7289.0
1201.49,88.85,2809.98,other,Thu,7303.0
1127.08,118.5,2003.58,passenger,Thu,7328.0
1175.24,130.41,2618.82,passenger,Thu,7404.0
1382.08,94.94,2239.04,passenger,Thu,7407.0
1729.81,82.77,3455.16,passenger,Thu,7449.0
1171.61,120.75,3022.09,passenger,Thu,7461.0
1427.57,88.35,3102.11,passenger,Thu,7493.0
1634.99,104.09,2211.74,passenger,Thu,7494.0
1145.19,122.75,2177.23,passenger,Thu,7527.0
1370.67,106.32,2112.71,other,Thu,7547.0
1326.1,98.0,2964.28,passenger,Thu,7564.0
1674.79,83.55,2770.86,passenger,Thu,7571.0
1567.27,118.31,2945.7,other,Thu,7606.0
1329.17,119.01,2046.72,other,Thu,7618.0
1503.93,135.95,2903.62,other,Thu,7630.0
1196.78,132.32,2144.67,passenger,Thu,7636.0
1487.73,94.91,2948.87,passenger,Thu,7648.0
1301.97,114.41,3402.75,passenger,Thu,7648.0
1643.04,95.21,2074.22,other,Thu,7671.0
1776.38,124.08,2420.73,other,Thu,7682.0
1444.96,106.76,2347.87,passenger,Thu,7693.0
1676.19,87.08,2207.05,passenger,Thu,7695.0
2157.07,59.23,3321.53,passenger,Thu,7735.0
1929.91,121.94,2310.22,other,Thu,7749.0
1622.44,84.08,2418.47,passenger,Thu,7764.0
1826.33,76.28,3250.29,passenger,Thu,7779.0
2039.0,71.29,3118.99,passenger,Thu,7782.0
1080.28,121.15,2576.38,passenger,Thu,7791.0
1534.1,116.05,2769.66,other,Thu,7797.0
1801.35,86.55,3113.01,passenger,Thu,7833.0
2163.67,52.82,3378.63,passenger,Thu,7848.0
1760.73,86.28,2796.17,passenger,Thu,7872.0
1158.6,123.73,2674.64,passenger,Thu,7901.0
1496.83,92.43,3410.73,passenger,Thu,7925.0
1831.27,89.16,2333.83,passenger,Thu,7932.0
1223.77,124.05,3432.36,passenger,Thu,7936.0
1185.21,123.77,2813.21,passenger,Thu,7967.0
1660.56,95.43,2886.18,passenger,Thu,7969.0
1946.33,118.58,2943.89,other,Thu,7969.0
1465.83,120.07,2530.3,passenger,Thu,7988.0
1243.07,129.04,3263.9,passenger,Thu,7999.0
1550.23,107.3,2376.22,other,Thu,8014.0
1481.76,102.0,2093.8,passenger,Thu,8024.0
1753.75,150.49,2070.27,other,Thu,8043.0
2073.13,50.75,2778.81,passenger,Thu,8059.0
1391.88,107.11,3106.46,passenger,Thu,8064.0
1545.6,82.18,2654.07,passenger,Thu,8078.0
1512.97,104.97,2753.75,passenger,Thu,8101.0
2143.65,130.37,2691.83,other,Thu,8137.0
1434.33,93.12,2354.38,passenger,Thu,8151.0
1734.11,87.41,2671.92,passenger,Thu,8164.0
967.78,131.62,2572.6,passenger,Thu,8166.0
2331.56,37.08,3462.86,passenger,Thu,8178.0
1292.74,96.37,2701.5,passenger,Thu,8197.0
2100.84,70.26,3216.4,passenger,Thu,8230.0
1462.21,108.81,2718.17,passenger,Thu,8246.0
1111.53,134.41,2703.41,passenger,Thu,8278.0
1421.67,99.35,3372.67,passenger,Thu,8327.0
1538.16,119.71,2844.32,passenger,Thu,8332.0
1195.08,116.36,3216.06,passenger,Thu,8345.0
1632.34,95.52,3044.5,passenger,Thu,8355.0
1644.36,86.13,2189.35,passenger,Thu,8359.0
1644.17,76.05,2751.9,passenger,Thu,8360.0
1210.98,114.34,2045.34,other,Thu,8389.0
1395.96,96.85,2587.89,other,Thu,8431.0
1574.54,88.31,3088.88,passenger,Thu,8432.0
1502.11,103.25,2238.42,passenger,Thu,8455.0
1303.63,108.03,2984.88,passenger,Thu,8461.0
1818.6,91.96,2475.99,other,Thu,8462.0
1497.23,89.42,2265.21,passenger,Thu,8488.0
1764.21,109.74,2411.12,other,Thu,8503.0
733.27,146.27,3066.71,passenger,Thu,8506.0
1405.64,110.81,2231.88,passenger,Thu,8533.0
1547.74,98.94,3428.17,passenger,Thu,8541.0
1246.62,121.71,3075.79,passenger,Thu,8586.0
1126.84,111.34,3002.05,passenger,Thu,8640.0
1251.01,79.68,3089.19,other,Thu,8730.0
1738.15,70.06,3339.19,passenger,Thu,8731.0
1311.2,103.61,3255.83,passenger,Thu,8757.0
1776.1,77.21,3225.83,other,Thu,8764.0
1325.23,96.24,3055.25,other,Thu,8803.0
1353.7,123.77,2919.95,passenger,Thu,8861.0
1631.21,91.75,3059.59,other,Thu,8891.0
1253.18,119.76,2178.61,other,Thu,8894.0
1574.22,95.29,2939.93,passenger,Thu,8920.0
1273.19,110.81,2380.74,passenger,Thu,8995.0
1741.78,59.89,2954.81,other,Thu,9032.0
1372.75,99.85,2820.94,passenger,Thu,9049.0
1762.24,82.31,2529.34,passenger,Thu,9146.0
2023.37,56.11,2679.03,passenger,Thu,9146.0
1420.04,94.23,3075.99,passenger,Thu,9154.0
1542.2,95.45,3045.66,passenger,Thu,9167.0
1411.28,93.74,3329.61,passenger,Thu,9181.0
1830.98,82.97,2117.66,passenger,Thu,9184.0
2026.92,54.62,2414.4,passenger,Thu,9192.0
1675.58,91.76,2828.34,passenger,Thu,9251.0
1502.3,106.75,2238.21,other,Thu,9270.0
1799.12,85.59,2730.43,passenger,Thu,9288.0
1780.91,77.79,2140.91,passenger,Thu,9312.0
1291.16,123.6,2426.4,passenger,Thu,9336.0
1920.52,70.9,3217.02,passenger,Thu,9359.0
1973.09,61.75,3051.17,passenger,Thu,9404.0
1176.04,134.88,2603.55,passenger,Thu,9407.0
1524.01,102.83,2898.09,passenger,Thu,9418.0
1596.6,100.33,3179.07,passenger,Thu,9470.0
1465.04,89.55,2484.53,passenger,Thu,9488.0
1636.62,93.65,3078.49,passenger,Thu,9507.0
1530.3,88.06,2788.11,passenger,Thu,9508.0
1301.05,123.42,2730.61,passenger,Thu,9509.0
1163.17,118.2,2408.9,other,Thu,9524.0
1074.62,115.07,3349.56,passenger,Thu,9525.0
1564.77,71.86,2581.29,other,Thu,9598.0
1405.83,108.83,2762.0,passenger,Thu,9598.0
1577.84,95.95,2039.02,passenger,Thu,9626.0
1104.82,126.35,2158.62,passenger,Thu,9656.0
1417.8,97.0,2035.65,passenger,Thu,9661.0
1392.53,96.6,2451.08,passenger,Thu,9674.0
1049.83,128.45,2176.04,passenger,Thu,9705.0
1713.11,115.96,2623.72,other,Thu,9728.0
1476.23,104.72,2052.09,passenger,Thu,9749.0
1702.96,92.58,2650.96,passenger,Thu,9802.0
1701.55,81.25,3192.06,passenger,Thu,9845.0
1545.91,99.01,2651.73,passenger,Thu,9895.0
1657.36,87.84,2852.48,passenger,Thu,9896.0
1787.44,82.49,2948.93,passenger,Thu,9959.0
1206.15,86.34,2182.47,other,Thu,10005.0
1568.86,104.1,3413.46,passenger,Thu,10047.0
1266.15,105.88,2059.63,other,Thu,10083.0
1515.45,111.34,2521.03,passenger,Thu,10084.0
1163.85,128.36,2207.17,passenger,Thu,10125.0
1569.69,85.08,3084.88,passenger,Thu,10140.0
1712.72,91.81,3150.63,passenger,Thu,10143.0
1338.43,93.71,3499.44,passenger,Thu,10171.0
1411.87,73.92,2571.23,other,Thu,10177.0
1353.29,120.86,2351.35,passenger,Thu,10192.0
1325.5,120.62,2701.82,passenger,Thu,10201.0
1676.32,80.57,3420.85,other,Thu,10211.0
1310.08,111.04,2962.63,passenger,Thu,10221.0
1228.72,123.37,2368.85,passenger,Thu,10257.0
1374.85,122.59,3232.43,passenger,Thu,10270.0
1503.44,114.92,2940.79,passenger,Thu,10274.0
1530.82,107.23,2068.04,passenger,Thu,10304.0
1617.92,101.71,2410.26,passenger,Thu,10306.0
